"ID","Study.ID","Reference","Grouping","Victim","Perpetrator","Route.Victim","Route.Perpetrator","Mechanism","Compartment","AUCR.Avg","AUCR.AvgType","AUCR.Var","AUCR.VarType","CmaxR.Avg","CmaxR.AvgType","CmaxR.Var","CmaxR.VarType","t_placebo_0","t_placebo_end","t_treatment_0","t_treatment_end","t.Unit","R.Dose.correction.factor","Comment","Dose","Dose.free.API","Dose.Unit","Route","Times.of.Administration","Times.Unit","Description","Comment.Regimen","Administered.form","Formulation.type","Infusion.duration.[min]","Water.volume.ingested.for.drug.intake.[mL]","Comment.on.administration/formulation","Fasted/Fed.state","Duration.of.fasting.before.drug.administration.[h]","Duration.of.fasting.after.drug.administration.[h]","Comment.on.food.intake"
16591,"Rodin 1988","https://pubmed.ncbi.nlm.nih.gov/2967742/","2x0.25mg po md with isradipine","Digoxin","Isradipine","PO","PO",NA,"Urine",0.9577,"Approx. avg",NA,NA,NA,NA,NA,NA,"312","336","312","336","h",1,"1/RenalClearanceRatio","2,5 / 5",NA,"mg","PO","2,5mg: S0-T12-R4; 5mg: (S48-T12-R4)-(S96-T8-R30)","h","MD: 2,5mg BID (2 days), 5mg BID (2 days), 5mg TID (10 days)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"On Day 14 fasted"
16593,"Pedersen et al. 1982","https://pubmed.ncbi.nlm.nih.gov/7094982/","Digoxin and Verapamil in MD setting","Digoxin","Verapamil","PO","PO","Mechanism_based_Inactivation","Urine",1.575477,"Arith. mean","0.39310509999999999","Arith. SD",NA,NA,NA,NA,"unclear","unclear","unclear","unclear",NA,1,"Calculated as 1/ renal clearance ratio after 1 week; Verapamil caused an immediate 20%-30% reduction in renal digoxin clearance. After a few weeks, this change had completely disappeared, and in the remaining part of the study renal digoxin clearance did not differ from control values","80/120","74.061376/111.0922","mg","PO","80:S360-(S0-T6-R3)-T24-R63; 120:S1896-(S0-T6-R3)-T24-R42","h",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16595,"Klein et al. 1982","https://pubmed.ncbi.nlm.nih.gov/7074765/","Digoxin and Verapamil in MD setting","Digoxin","Verapamil","PO","PO","Mechanism_based_Inactivation","Urine",1.695687,"Arith. mean","0.3341402","Arith. SD",NA,NA,NA,NA,"312","336","624","648","h",1,"1/RenalClearanceRatio","80","74.061375999999996","mg","PO","S350-T8-R42","h","TID","morning dose 1h before digoxin dose","oral","oral",NA,NA,NA,NA,NA,NA,NA
16160,"Johnson et al. 1987","https://pubmed.ncbi.nlm.nih.gov/2954736/","Digoxin IV + Verapamil","Digoxin","Verapamil","IV","PO","Mechanism_based_Inactivation","Urine",0.948787061994609,"Approx Avg",NA,NA,NA,NA,NA,NA,"0","48","288","336","h",1,"1/RenalClearanceRatio","80","74.06138","mg","PO","(S0-T12-R8)-(S96-T8-R33)","h","MD BID 4days, TID 10days",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16634,"Belz 1981","https://pubmed.ncbi.nlm.nih.gov/6111709/","Digoxin + Placebo","Digoxin","Verapamil","PO","PO","Mechanism_based_Inactivation","Plasma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","74.06138","mg","PO","S0-T8-R42","h","TID",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16635,"Belz 1981","https://pubmed.ncbi.nlm.nih.gov/6111709/","Digoxin + Verapamil","Digoxin","Verapamil","PO","PO","Mechanism_based_Inactivation","Plasma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","74.061375999999996","mg","PO","S0-T8-R42","h","TID",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16637,"Pedersen 1981","https://pubmed.ncbi.nlm.nih.gov/7273594/","Digoxin withVerapamil","Digoxin","Verapamil","IV","PO","Mechanism_based_Inactivation","Urine",1.319246,"Arith. mean","0.31093470000000001","Arith. SD",NA,NA,NA,NA,"0","96","216","312","h",0.75,"1/RenalClearanceRatio","80","74.06138","mg","PO","S0-T8-R30","h","TID","After 10 days of verapamil pretreatment, a second dose of digoxin was given","verapamil chloride","Isoptin",NA,NA,NA,NA,NA,NA,NA
16638,"Pedersen 1981","https://pubmed.ncbi.nlm.nih.gov/7273594/","Digoxin withVerapamil","Digoxin","Verapamil","IV","PO","Mechanism_based_Inactivation","Plasma",1.613336,"Arith. mean","0.33312700000000001","Arith. SD",NA,NA,NA,NA,"0.25","inf","216.25","inf","h",0.75,"1/total body clerance ratio","80","74.061375999999996","mg","PO","S0-T8-R30","h","TID","After 10 days of verapamil pretreatment, a second dose of digoxin was given","verapamil chloride","Isoptin",NA,NA,NA,NA,NA,NA,NA
16173,"Wiebe 2020","https://pubmed.ncbi.nlm.nih.gov/32504272/","DDI digoxin + verapamil - urine","Digoxin","Verapamil","PO","PO","Mechanism_based_Inactivation","Urine",1,"Geom. mean",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"1/RenalClearanceRatio; ""no significant impact on renal clearence""","120","111.0921","mg","PO","0","h","SD","PK data on verapamil also available (see IDs 6160 to 6163)","Verapamil, Isoptin film-coated tablet","oral tablet",NA,NA,NA,NA,NA,NA,NA
16640,"Scholz 2021","https://pubmed.ncbi.nlm.nih.gov/19564368/","Postinduction with St. Johns Wort","Midazolam","Hyperforin","PO","PO","induction","Plasma",0.58,"Approx. Avg",NA,NA,NA,NA,NA,NA,"0","275","276","inf","h",1,"Ratio Midazolam/1-hydroxy-midazolam","450","3.15","mg","PO","S0-T12-R28","h","MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16642,"Scholz 2021","https://pubmed.ncbi.nlm.nih.gov/19564368/","Postinduction with St. Johns Wort","Midazolam","Hyperforin","PO","PO","induction","Urine",0.469,"Approx. Avg",NA,NA,NA,NA,NA,NA,"0","275","276","inf","h",1,"1/CLR ","450","3.15","mg","PO","S0-T12-R28","h","MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16643,"Gurley 2002","https://pubmed.ncbi.nlm.nih.gov/12235448/","Postinduction with St. Johns Wort","Midazolam","Hyperforin","PO","PO","induction","Serum",1.98,"Approx. Avg",NA,NA,NA,NA,NA,NA,"0","1","648","649","h",1,"Ratio 1-hydroxy-midazolam/midazolam","300","0.9","mg","PO","S0-T8-R84","h","MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16644,"Gurley 2005","https://pubmed.ncbi.nlm.nih.gov/15974642/","Postinduction with St. Johns Wort in Elderly","Midazolam","Hyperforin","PO","PO","induction","Serum",2.41,"Approx. Avg",NA,NA,NA,NA,NA,NA,"0","1","648","649","h",1,"Ratio 1-hydroxy-midazolam/midazolam","300","0.9","mg","PO","S0-T8-R84","h","MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16646,"Markowitz 2003","https://pubmed.ncbi.nlm.nih.gov/13129991/","Alprazolam Postinduction with St. John´s Wort","Alprazolam","Hyperforin","PO","PO","induction","Plasma",0.463716814159292,"Approx. Avg",NA,NA,0.911764705882353,"Approx. Avg",NA,NA,"0","inf","312","inf","h",1,NA,"300","1.3979999999999999","mg","PO","S0-T8-R48","h","MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16648,"Zahner 2020","https://pubmed.ncbi.nlm.nih.gov/30739325/","day 8","Midazolam","Hyperforin","PO","PO","induction","Plasma",0.975609756097561,"Approx. Avg",NA,NA,NA,NA,NA,NA,"0","72","168","240","h",1,"Metabolic ratio of metabolite AUC0–t over probe drug AUC0–t","0.96",NA,"mg","PO","S168-T24-R13","h","MD",NA,NA,NA,NA,240,NA,NA,NA,NA,NA
16649,"Zahner 2021","https://pubmed.ncbi.nlm.nih.gov/30739325/","day 17","Midazolam","Hyperforin","PO","PO","induction","Plasma",1,"Approx. Avg",NA,NA,NA,NA,NA,NA,"0","72","384","456","h",1,"Metabolic ratio of metabolite AUC0–t over probe drug AUC0–t","0.96",NA,"mg","PO","S168-T24-R13","h","MD",NA,NA,NA,NA,240,NA,NA,NA,NA,NA
16756,"Prueksaritanont 2014","https://pubmed.ncbi.nlm.nih.gov/24617605/","PO Rosuvastatin 5 mg | Rifampicin IV 600 mg SD ","Rosuvastatin","Rifampicin","PO","IV","Reversible_Inhibition","Plasma",3.3,"GMR",NA,NA,5.51,"GMR",NA,NA,"0","inf","0.5","inf","h",NA,"Single Dose study","600",NA,"mg","IV","0","h","SD",NA,NA,NA,30,NA,NA,NA,NA,NA,NA
16757,"Prueksaritanont 2014","https://pubmed.ncbi.nlm.nih.gov/24617605/","PO Rosuvastatin 5 mg | Rifampicin PO 600 mg SD ","Rosuvastatin","Rifampicin","PO","PO","Reversible_Inhibition","Plasma",4.37,"GMR",NA,NA,9.93,"GMR",NA,NA,"0","inf","0.5","inf","h",NA,"Single Dose study","600",NA,"mg","PO","0.5","h","SD",NA,"Solution",NA,NA,NA,NA,NA,NA,NA,NA
16758,"Prueksaritanont 2017","https://pubmed.ncbi.nlm.nih.gov/27943276/","PO Rosuvastatin 50 ug | Rifampicin PO 600 mg SD ","Rosuvastatin","Rifampicin","PO","PO","Reversible_Inhibition","Plasma",4.6,"GMR",NA,NA,11.52,"GMR",NA,NA,"0","inf","0","inf","h",NA,"Single Dose study","600",NA,"mg","PO","0","h","SD",NA,"Solution",NA,NA,NA,NA,NA,NA,NA,NA
16759,"Wiebe 2020","https://pubmed.ncbi.nlm.nih.gov/32504272/","PO Rosuvastatin 10 mg n = 11 | Rifampicin PO 600 mg SD","Rosuvastatin","Rifampicin","PO","PO","Reversible_Inhibition","Plasma",4.22,"GMR",NA,NA,4.08,"GMR",NA,NA,"0","inf","0","inf","h",NA,"Single Dose study","600",NA,"mg","PO","0","h","SD",NA,"Solution",NA,NA,NA,NA,NA,NA,NA,NA
16761,"Wu 2017","https://pubmed.ncbi.nlm.nih.gov/28385543/","PO Rosuvastatin 20 mg | Rifampicin IV 30 min 600 mg SD","Rosuvastatin","Rifampicin","PO","IV","Reversible_Inhibition","Plasma",3.37,"Approx. Avg",NA,NA,8.55,"Approx. Avg",NA,NA,"0","inf","0.5","inf","h",NA,"Single Dose study","600",NA,"mg","IV","0","h","SD",NA,NA,NA,30,NA,NA,NA,NA,NA,NA
16763,"Lutz 2018","https://pubmed.ncbi.nlm.nih.gov/29569723/","Rosuvastatin PO 10 mg SD | Rifampicin PO 2mg QD (Induction study) cohort 2","Rosuvastatin","Rifampicin","PO","PO","Induction","Plasma",0.882,NA,NA,NA,0.97,NA,NA,NA,"0","inf","224","inf","h",NA,"Multiple Dose study cohort 2 mg - 600 mg OD","2",NA,"mg","PO","0;24;48;72;96;120;144;168;192;216;240;264;288;312;336;360;384;408","h","MD",NA,NA,"oral",NA,NA,NA,NA,NA,NA,NA
16764,"Lutz 2018","https://pubmed.ncbi.nlm.nih.gov/29569723/","Rosuvastatin PO 10 mg SD | Rifampicin PO 10 mg QD (Induction study) cohort 1","Rosuvastatin","Rifampicin","PO","PO","Induction","Plasma",0.788,NA,NA,NA,0.846,NA,NA,NA,"0","inf","224","inf","h",NA,"Multiple Dose study cohort 10 mg - 75 mg OD","10",NA,"mg","PO","0;24;48;72;96;120;144;168;192;216;240;264;288;312;336;360;384;408","h","MD",NA,NA,"oral",NA,NA,NA,NA,NA,NA,NA
16765,"Lutz 2018","https://pubmed.ncbi.nlm.nih.gov/29569723/","Rosuvastatin PO 10 mg SD | Rifampicin PO 75 mg QD (Induction study) cohort 1","Rosuvastatin","Rifampicin","PO","PO","Induction","Plasma",0.462,NA,NA,NA,0.585,NA,NA,NA,"0","inf","680","inf","h",NA,"Multiple Dose study  cohort 10 mg - 75 mg OD","75;10",NA,"mg","PO","0;24;48;72;96;120;144;168;192;216;240;264;288;312;336;360;384;408;432;456;480;504;528;552;576;600;624;648;672;696;720;744;768;792;816;840",NA,NA,NA,NA,"oral",NA,NA,NA,NA,NA,NA,NA
16766,"Lutz 2018","https://pubmed.ncbi.nlm.nih.gov/29569723/","Rosuvastatin PO 10 mg SD | Rifampicin PO 600 mg QD (Induction study) cohort 2","Rosuvastatin","Rifampicin","PO","PO","Induction","Plasma",0.371,NA,NA,NA,0.702,NA,NA,NA,"0","inf","680","inf","h",NA,"Multiple Dose study cohort 2 mg - 600 mg OD","600;2",NA,"mg","PO","0;24;48;72;96;120;144;168;192;216;240;264;288;312;336;360;384;408;432;456;480;504;528;552;576;600;624;648;672;696;720;744;768;792;816;840",NA,NA,NA,NA,"oral",NA,NA,NA,NA,NA,NA,NA
16767,"Rattanacheeworn 2021","https://pubmed.ncbi.nlm.nih.gov/34603040/","Rosuvastatin PO 50 ug SD (Thai Population) | Rifampicin PO 450 mg SD","Rosuvastatin","Rifampicin","PO","PO","Reversible_Inhibition","Plasma",4.35,"GMR",NA,NA,7.21,"GMR",NA,NA,"0","12","0","12","h",NA,"Single Dose study","450",NA,"mg","PO","0","h","SD",NA,"Solution","oral",NA,NA,NA,NA,NA,NA,NA
16769,"Lai 2016","https://pubmed.ncbi.nlm.nih.gov/27317801/","Rosuvastatin PO 5 mg SD (Indian Population)  | Rifampicin PO 600 mg SD","Rosuvastatin","Rifampicin","PO","PO","Reversible_Inhibition","Plasma",5,"Approx. Avg",NA,NA,13.2,"Approx. Avg",NA,NA,"0","24","0","24","h",NA,"Single Dose study","600",NA,"mg","PO","0","h","SD",NA,"Capsule","oral",NA,NA,NA,NA,NA,NA,NA
16771,"Mori 2019","https://pubmed.ncbi.nlm.nih.gov/31628668/","Rosuvastatin PO 0.5 mg SD (Japanese Population)  | Rifampicin PO 150 mg SD","Rosuvastatin","Rifampicin","PO","PO","Reversible_Inhibition","Plasma",3.35,"GMR",NA,NA,7.73,"GMR",NA,NA,"0","24","0","24","h",NA,"Single Dose study","150",NA,"mg","PO","0","h","SD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16772,"Mori 2019","https://pubmed.ncbi.nlm.nih.gov/31628668/","Rosuvastatin PO 0.5 mg SD (Japanese Population)  | Rifampicin PO 300 mg SD","Rosuvastatin","Rifampicin","PO","PO","Reversible_Inhibition","Plasma",4.89,"GMR",NA,NA,11.7,"GMR",NA,NA,"0","24","0","24","h",NA,"Single Dose study","300",NA,"mg","PO","0","h","SD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16773,"Mori 2019","https://pubmed.ncbi.nlm.nih.gov/31628668/","Rosuvastatin PO 0.5 mg SD (Japanese Population)  | Rifampicin PO 600 mg SD","Rosuvastatin","Rifampicin","PO","PO","Reversible_Inhibition","Plasma",7.29,"GMR",NA,NA,13.3,"GMR",NA,NA,"0","24","0","24","h",NA,"Single Dose study","600",NA,"mg","PO","0","h","SD",NA,NA,"oral",NA,NA,NA,NA,NA,NA,NA
16775,"Takehara 2019","https://pubmed.ncbi.nlm.nih.gov/29748935/","Rosuvastatin PO 0.5 mg SD (Japanese Population)  | Rifampicin PO 300 mg SD","Rosuvastatin","Rifampicin","PO","PO","Reversible_Inhibition","Plasma",2.2,"Approx. Avg",NA,NA,5,"Approx. Avg",NA,NA,"0","24","0","24","h",NA,"Single Dose study","300",NA,"mg","PO","0","h","SD",NA,NA,"oral",NA,NA,NA,NA,NA,NA,NA
16776,"Takehara 2019","https://pubmed.ncbi.nlm.nih.gov/29748935/","Rosuvastatin PO 0.5 mg SD (Japanese Population)  | Rifampicin PO 600 mg SD","Rosuvastatin","Rifampicin","PO","PO","Reversible_Inhibition","Plasma",2.4,"Approx. Avg",NA,NA,6.7,"Approx. Avg",NA,NA,"0","24","0","24","h",NA,"Single Dose study","600",NA,"mg","PO","0","h","SD",NA,NA,"oral",NA,NA,NA,NA,NA,NA,NA
16779,"Wiebe 2020","https://pubmed.ncbi.nlm.nih.gov/32504272/","PO Rosuvastatin 10 mg n=13 |  Probenecid PO 1000 mg BID 2 days","Rosuvastatin","Probenecid","PO","PO","Reversible_Inhibition","Plasma",2.23,"Approx. Avg",NA,NA,4.28,"Approx. Avg",NA,NA,"0","24","13","24","h",NA,"Multiple Dose study","1000",NA,"mg","PO","0;12","h","BID",NA,"Tablet","oral",NA,NA,NA,NA,NA,NA,NA
16781,"Schneck 2004","https://pubmed.ncbi.nlm.nih.gov/15116058/","PO Rosuvastatin 80 mg | Gemfibrozil PO 600 mg BID 7 days","Rosuvastatin","Gemfibrozil","PO","PO","Reversible_Inhibition","Plasma",1.88,NA,NA,NA,2.21,NA,NA,NA,"0","30","72","102","h",NA,"Multiple Dose study","600",NA,"mg","PO","0;12;24;36;48;60;72;84;96;108;120;132;144;156","h","BID",NA,"Capsule","oral",NA,NA,NA,NA,NA,NA,NA
16782,"Cooper 2003b","https://pubmed.ncbi.nlm.nih.gov/12709722/","PO Rosuvastatin 10 mg | Itraconazole PO 200 mg OD 5 days - 1 hr","Rosuvastatin","Itraconazole","PO","PO","Reversible_Inhibition","Plasma",1.389,"Ratio of geometric least squares",NA,NA,1.359,"Ratio of geometric least squares",NA,NA,"0","inf","73.5","inf","h",NA,"Multiple Dose study","200",NA,"mg","PO","0;24;48;72;96;","h","OD",NA,"Capsule","oral",NA,NA,NA,NA,NA,NA,NA
16783,"Cooper 2003b","https://pubmed.ncbi.nlm.nih.gov/12709722/","PO Rosuvastatin 80 mg | Itraconazole PO 200 mg OD 5 days - 1 hr","Rosuvastatin","Itraconazole","PO","PO","Reversible_Inhibition","Plasma",1.28,"Ratio of geometric least squares",NA,NA,1.145,"Ratio of geometric least squares",NA,NA,"0","inf","73.5","inf","h",NA,"Multiple Dose study","200",NA,"mg","PO","0;24;48;72;96;","h","OD",NA,"Capsule","oral",NA,NA,NA,NA,NA,NA,NA
16777,"Prueksaritanont 2017","https://pubmed.ncbi.nlm.nih.gov/27943276/","PO Rosuvastatin 50 ug | Itraconazole PO 200 mg OD 5 days","Rosuvastatin","Itraconazole","PO","PO","Reversible_Inhibition","Plasma",1.78,"GMR",NA,NA,1.39,"GMR",NA,NA,"0","inf","72","inf","h",NA,"Multiple Dose study","200",NA,"mg","PO","0;24;48;72;96;","h","OD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16778,"Prueksaritanont 2017","https://pubmed.ncbi.nlm.nih.gov/27943276/","PO Rosuvastatin 50 ug | Clarithromycin PO 500 mg BID 5 days","Rosuvastatin","Clarithromycin","PO","PO","Reversible_Inhibition","Plasma",1.56,"GMR",NA,NA,1.76,"GMR",NA,NA,"0","inf","72","inf","h",NA,"Multiple Dose study","500",NA,"mg","PO","0;12;24;36;48;60;72;84;96;108;120","h","BID",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16785,"Tatosian 2020","https://pubmed.ncbi.nlm.nih.gov/32705692/","PO Rosuvastatin 50 ug control","Rosuvastatin","Rifampicin","PO","PO","Reversible_Inhibition","Plasma",3.56,"GMR",NA,NA,10.94,"GMR",NA,NA,"0","inf","72","inf","h",NA,"Single Dose study",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16602,"Stangier 2009","https://pubmed.ncbi.nlm.nih.gov/19178132/","Dabigatran + Atorvastatin","Dabigatran total","Atorvastatin","PO","PO",NA,"Plasma",0.862,"Approx. Avg",NA,NA,0.847,"Approx. Avg",NA,NA,"72","inf","72","inf","h",NA,NA,"80",NA,"mg","PO","S0-T24-R4","h",NA,NA,"Tablet",NA,NA,NA,"Sortis ® ","fasted","overnight",NA,NA
943,"Kanefendt 2023","https://pubmed.ncbi.nlm.nih.gov/38105467/","Study 1, midazolam after pretreatment with carbamazepine","Midazolam","Carbamazepine","PO","PO","Induction","Plasma",0.282,"GMR","0.235, 0.340","95% confidence interval",0.44,"GMR","0.374, 0.518","95% confidence interval","0","inf","334","inf","h",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1133,"Kanefendt 2023","https://pubmed.ncbi.nlm.nih.gov/38105467/","Study 2, midazolam after pretreatment with carbamazepine","Midazolam","Carbamazepine","PO","PO","Induction","Plasma",0.323,"GMR","0.256, 0.407","95% confidence interval",0.455,"GMR","0.375, 0.552","95% confidence interval","0","inf","336","inf","h",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16940,"Capon 1996","https://pubmed.ncbi.nlm.nih.gov/8841152/","QUI-DEX-DDI","Dextromethorphan","Quinidine","PO","PO",NA,"Plasma",6.84,NA,NA,NA,6.07,NA,NA,NA,"0","48","1","73","h",1,"AUCR and CmaxR derived from the digitized plasma profiles","50","41.435000000000002","mg","PO","0","h","SD: 1h before DEX",NA,"quinidine sulfate",NA,NA,NA,NA,NA,NA,NA,NA
16942,"Capon 1996","https://pubmed.ncbi.nlm.nih.gov/8841152/","QUI-DTT-DDI","Total dextrorphan","Quinidine","PO","PO",NA,"Plasma",0.99,NA,NA,NA,0.24,NA,NA,NA,"0","24","1","97","h",1,"AUCR and CmaxR derived from the digitized plasma profiles","50","41.435000000000002","mg","PO","0","h","SD: 1h before DEX",NA,"quinidine sulfate",NA,NA,NA,NA,NA,NA,NA,NA
16944,"Schadel 1995","https://pubmed.ncbi.nlm.nih.gov/7593709/","QUI-DXG-DDI","Dextrorphan-O-glucuronide","Quinidine","PO","PO",NA,"Plasma",0.61,NA,NA,NA,0.13,NA,NA,NA,"0","24","12","60","h",1,"AUCR and CmaxR derived from the digitized plasma profiles","100","82.87","mg","PO","0","h","SD",NA,"quinidine sulfate",NA,NA,NA,NA,NA,NA,NA,NA
16946,"Steiness 1980","https://pubmed.ncbi.nlm.nih.gov/7379447/","QUI-DIG-DDI","Digoxin","Quinidine","IV","PO",NA,"Plasma",0.96,NA,NA,NA,NA,NA,NA,NA,"0","80","192","272","h",1,"AUCR derived from the digitized plasma profiles; CmaxR not evaluated due to bolus application","200","165.75","mg","PO","S0-T12-R24","h","BID",NA,"quinidine sulfate",NA,NA,NA,NA,NA,NA,NA,NA
16948,"Ochs 1981","https://pubmed.ncbi.nlm.nih.gov/7309901/","QUI-DIG-DDI","Digoxin","Quinidine","IV","PO",NA,"Plasma",2.05,NA,NA,NA,1.65,NA,NA,NA,"0","48","96","168","h",1,"AUCR and CmaxR derived from the digitized plasma profiles","200","153.56","mg","PO","S0-T6-R28","h","QID",NA,"quinidine bisulfate",NA,NA,NA,NA,NA,NA,NA,NA
16950,"Abolfathi 1993","https://pubmed.ncbi.nlm.nih.gov/8371133/","QUI-MEX-DDI_PM","Mexiletine","Quinidine","PO","PO",NA,"Plasma",0.85,NA,NA,NA,0.79,NA,NA,NA,"0","48","48","96","h",1,"AUCR and CmaxR derived from the digitized plasma profiles","50","41.435000000000002","mg","PO","S0-T6-R16","h","QID",NA,"quinidine sulfate",NA,NA,NA,NA,NA,NA,NA,NA
16952,"Abolfathi 1993","https://pubmed.ncbi.nlm.nih.gov/8371133/","QUI-MEX-DDI_NM","Mexiletine","Quinidine","PO","PO",NA,"Plasma",1.3,NA,NA,NA,1.27,NA,NA,NA,"0","48","48","96","h",1,"AUCR and CmaxR derived from the digitized plasma profiles","50","41.435000000000002","mg","PO","S0-T6-R16","h","QID",NA,"quinidine sulfate",NA,NA,NA,NA,NA,NA,NA,NA
16954,"Schoedel 2012","https://pubmed.ncbi.nlm.nih.gov/22283559/","QUI-PAR-DDI","Paroxetine","Quinidine","PO","PO",NA,"Plasma",1.29,NA,NA,NA,1.14,NA,NA,NA,"0","288","0","480","h",1,"AUCR and CmaxR derived from the digitized plasma profiles","30","24.861000000000001","mg","PO","S288-T12-R16","h","BID",NA,"quinidine sulfate",NA,NA,NA,NA,NA,NA,NA,NA
16956,"Andreasen 2007","https://pubmed.ncbi.nlm.nih.gov/17346248/","CBZ-QUI-DDI","Quinidine","Carbamazepine","PO","PO",NA,"Plasma",0.41,NA,NA,NA,0.5,NA,NA,NA,"0","24","384","408","h",1,"AUCR and CmaxR derived from the digitized plasma profiles","200/400",NA,"mg","PO","S0-T12-R6/S72-T12-R28","h","BID",NA,"carbamazepine",NA,NA,NA,NA,NA,NA,NA,NA
16958,"Andreasen 2007","https://pubmed.ncbi.nlm.nih.gov/17346248/","CBZ-OHQ-DDI","3-Hydroxyquinidine","Carbamazepine","PO","PO",NA,"Plasma",0.9,NA,NA,NA,1.48,NA,NA,NA,"0","24","384","408","h",1,"AUCR and CmaxR derived from the digitized plasma profiles","200/400",NA,"mg","PO","S0-T12-R6/S72-T12-R28","h","BID",NA,"carbamazepine",NA,NA,NA,NA,NA,NA,NA,NA
16960,"Kolb 1984","https://pubmed.ncbi.nlm.nih.gov/6506138/","CIM-QUI-DDI","Quinidine","Cimetidine","PO","PO",NA,"Plasma",1.13,NA,NA,NA,0.9,NA,NA,NA,"72","81","240","249","h",1,"AUCR and CmaxR derived from the digitized plasma profiles","300",NA,"mg","PO","S168-T24-R7","h","QD","Split dose","cimetidine",NA,NA,NA,NA,NA,NA,NA,NA
16962,"Hardy 1983","https://pubmed.ncbi.nlm.nih.gov/3220613/","CIM-QUI-DDI","Quinidine","Cimetidine","PO","PO",NA,"Plasma",1.28,NA,NA,NA,1.26,NA,NA,NA,"0","12","168","180","h",1,"AUCR and CmaxR derived from the digitized plasma profiles","300",NA,"mg","PO","S48-T6-R28","h","QID","Split dose","cimetidine",NA,NA,NA,NA,NA,NA,NA,NA
16964,"Damkier 1999a","https://link.springer.com/article/10.1007/s002280050655","FLV-QUI-DDI","Quinidine","Fluvoxamine","PO","PO",NA,"Plasma",1.66,NA,NA,NA,1.32,NA,NA,NA,"0","24","96","144","h",1,"AUCR and CmaxR derived from the digitized plasma profiles","100","73.28","mg","PO","S0-T24-R6","h","QD",NA,"fluvoxamine maleate",NA,NA,NA,NA,NA,NA,NA,NA
